mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_degree,param_kernel,param_gamma,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,Model Type,Training Data
1.0207955837249756,0.07850115576903044,0.20680460929870606,0.015542846651695643,0.001,2,linear,,"{'C': 0.001, 'degree': 2, 'kernel': 'linear'}",11.792599211558425,12.320878920498888,13.098913070367905,9.909352160106815,9.801399245311151,11.384628521568636,1.3164217934633675,31,SVM,Full Dataset
1.0081949710845948,0.07858735915419553,0.21160297393798827,0.027344873477242407,0.001,3,linear,,"{'C': 0.001, 'degree': 3, 'kernel': 'linear'}",11.792599211558425,12.320878920498888,13.098913070367905,9.909352160106815,9.801399245311151,11.384628521568636,1.3164217934633675,31,SVM,Full Dataset
0.9659786701202393,0.014700339961132354,0.20169987678527831,0.01760095008355439,0.001,4,linear,,"{'C': 0.001, 'degree': 4, 'kernel': 'linear'}",11.792599211558425,12.320878920498888,13.098913070367905,9.909352160106815,9.801399245311151,11.384628521568636,1.3164217934633675,31,SVM,Full Dataset
0.9816416740417481,0.030975018581882136,0.2027573585510254,0.014641085293950258,0.01,2,linear,,"{'C': 0.01, 'degree': 2, 'kernel': 'linear'}",9.78029133995267,10.633964709842077,11.836327294187672,9.15835830005092,9.47432082318433,10.176652493443534,0.9644635722343533,22,SVM,Full Dataset
0.963448429107666,0.037143400158877904,0.1927023410797119,0.007724375022510126,0.01,3,linear,,"{'C': 0.01, 'degree': 3, 'kernel': 'linear'}",9.78029133995267,10.633964709842077,11.836327294187672,9.15835830005092,9.47432082318433,10.176652493443534,0.9644635722343533,22,SVM,Full Dataset
0.9675039291381836,0.03372497839667583,0.19662342071533204,0.004136911200508657,0.01,4,linear,,"{'C': 0.01, 'degree': 4, 'kernel': 'linear'}",9.78029133995267,10.633964709842077,11.836327294187672,9.15835830005092,9.47432082318433,10.176652493443534,0.9644635722343533,22,SVM,Full Dataset
1.0195858955383301,0.04198527463573049,0.204514217376709,0.005622365287216279,0.1,2,linear,,"{'C': 0.1, 'degree': 2, 'kernel': 'linear'}",9.594756121263883,10.389623621894136,11.579062447423546,9.031707488012078,9.286699444909129,9.976369824700555,0.9222866718754694,17,SVM,Full Dataset
0.994819164276123,0.018948606186183756,0.19680399894714357,0.011320157584683048,0.1,3,linear,,"{'C': 0.1, 'degree': 3, 'kernel': 'linear'}",9.594756121263883,10.389623621894136,11.579062447423546,9.031707488012078,9.286699444909129,9.976369824700555,0.9222866718754694,17,SVM,Full Dataset
1.0091939449310303,0.018628872982187232,0.1972043991088867,0.0029950487799576177,0.1,4,linear,,"{'C': 0.1, 'degree': 4, 'kernel': 'linear'}",9.594756121263883,10.389623621894136,11.579062447423546,9.031707488012078,9.286699444909129,9.976369824700555,0.9222866718754694,17,SVM,Full Dataset
1.2071544647216796,0.02900873128679546,0.19639921188354492,0.011037429635289994,1,2,linear,,"{'C': 1, 'degree': 2, 'kernel': 'linear'}",9.582900485922142,10.358841709652111,11.532800751671868,9.000379968955809,9.250008883318696,9.944986359904126,0.9163854974996654,11,SVM,Full Dataset
1.1898931026458741,0.022178098178629733,0.2008005142211914,0.008725098295537644,1,3,linear,,"{'C': 1, 'degree': 3, 'kernel': 'linear'}",9.582900485922142,10.358841709652111,11.532800751671868,9.000379968955809,9.250008883318696,9.944986359904126,0.9163854974996654,11,SVM,Full Dataset
1.2446963787078857,0.02027088335130562,0.1992764949798584,0.004420636669381729,1,4,linear,,"{'C': 1, 'degree': 4, 'kernel': 'linear'}",9.582900485922142,10.358841709652111,11.532800751671868,9.000379968955809,9.250008883318696,9.944986359904126,0.9163854974996654,11,SVM,Full Dataset
3.142466497421265,0.11394491560979457,0.19435997009277345,0.005923613134351791,10,2,linear,,"{'C': 10, 'degree': 2, 'kernel': 'linear'}",9.602220530620048,10.354723164147734,11.531644228695265,9.002057974870626,9.233230343327536,9.94477524833224,0.9163586850865536,8,SVM,Full Dataset
3.200624132156372,0.08995953890684608,0.19595847129821778,0.0071710494505170305,10,3,linear,,"{'C': 10, 'degree': 3, 'kernel': 'linear'}",9.602220530620048,10.354723164147734,11.531644228695265,9.002057974870626,9.233230343327536,9.94477524833224,0.9163586850865536,8,SVM,Full Dataset
3.147811460494995,0.09376181452128592,0.19319992065429686,0.004354809593467364,10,4,linear,,"{'C': 10, 'degree': 4, 'kernel': 'linear'}",9.602220530620048,10.354723164147734,11.531644228695265,9.002057974870626,9.233230343327536,9.94477524833224,0.9163586850865536,8,SVM,Full Dataset
20.049466800689697,1.2908249088840582,0.22579293251037597,0.05314621819306478,100,2,linear,,"{'C': 100, 'degree': 2, 'kernel': 'linear'}",9.600246271251548,10.353335614868152,11.526031217571475,9.0012449874264,9.22512495401982,9.941196609027479,0.9158683415709451,5,SVM,Full Dataset
20.594697523117066,1.6756135395668157,0.1914618968963623,0.008847692916196583,100,3,linear,,"{'C': 100, 'degree': 3, 'kernel': 'linear'}",9.600246271251548,10.353335614868152,11.526031217571475,9.0012449874264,9.22512495401982,9.941196609027479,0.9158683415709451,5,SVM,Full Dataset
20.001156425476076,0.6478234332973817,0.18733782768249513,0.003586601492016668,100,4,linear,,"{'C': 100, 'degree': 4, 'kernel': 'linear'}",9.600246271251548,10.353335614868152,11.526031217571475,9.0012449874264,9.22512495401982,9.941196609027479,0.9158683415709451,5,SVM,Full Dataset
