mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_fit_intercept,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,Model Type,Training Data
0.04759769439697266,0.0018541681862616185,0.003208017349243164,0.00039930343627929686,True,{'fit_intercept': True},11.668687348908264,11.739375658236103,12.860203323746106,10.488794505342055,11.062781709544197,11.563968509155345,0.7910936410419878,1,Linear Regression,Subset Dataset
