mean_fit_time,std_fit_time,mean_score_time,std_score_time,params,mean_test_score,std_test_score,rank_test_score,Model Type,Training Data
0.0064006805419921,0.0004890287998682,0.2476118087768554,0.0157075903953381,"{'n_neighbors': 10, 'p': 1, 'weights': 'uniform'}",9.846290786460797,0.8462469725791677,7,Random Forest,Full Dataset
0.0149989604949951,0.0052552227346144,0.0094000816345214,0.0104804976827635,{'alpha': 0.01},9.855924391142995,0.8665728319203464,4,Ridge Regression,Full Dataset
0.0058013916015625,0.0003994554952612,0.1317996025085449,0.0156396408552123,"{'n_neighbors': 10, 'p': 2, 'weights': 'uniform'}",9.863840592963223,0.8487032350220889,8,Random Forest,Full Dataset
3.523784875869751,0.2644067403148104,2.0196369171142576,1.705221218093605,"{'C': 100, 'gamma': 'scale', 'kernel': 'rbf'}",9.863903415465716,0.7751715487129552,4,SVM,Full Dataset
0.0302030086517334,0.003869412452016,0.0094020843505859,0.0084544375339756,{'alpha': 0.001},9.879999029970614,0.8467806636876658,5,Ridge Regression,Full Dataset
0.1065668582916259,0.0453141685209843,0.0037993431091308,0.0007485588242173,{'alpha': 0.1},9.901086610071651,0.8841245382370659,3,Lasso Regression,Full Dataset
0.1065668582916259,0.0453141685209843,0.0037993431091308,0.0007485588242173,{'alpha': 0.1},9.901086610071651,0.8841245382370659,3,Lasso Regression,Full Dataset
0.0082015037536621,0.0019353069455077,0.2615971088409424,0.0355390324691532,"{'n_neighbors': 50, 'p': 1, 'weights': 'distance'}",9.922455775803265,0.9791279554009484,9,Random Forest,Full Dataset
0.0095982074737548,0.003382923967515,0.1467971324920654,0.0230949702432334,"{'n_neighbors': 50, 'p': 2, 'weights': 'distance'}",9.92335381430183,0.9859076826358688,10,Random Forest,Full Dataset
22.157682180404663,1.4804558568970518,0.199401044845581,0.0099939644355594,"{'C': 100, 'degree': 2, 'kernel': 'linear'}",9.94119660902748,0.9158683415709452,5,SVM,Full Dataset
22.95591516494751,2.7678269196526983,0.2173792362213134,0.0160515253178912,"{'C': 100, 'degree': 3, 'kernel': 'linear'}",9.94119660902748,0.9158683415709452,5,SVM,Full Dataset
22.722541189193727,1.3377467023600491,0.2377846240997314,0.0577322281754653,"{'C': 100, 'degree': 4, 'kernel': 'linear'}",9.94119660902748,0.9158683415709452,5,SVM,Full Dataset
3.470188093185425,0.3728748565348315,0.2203031063079834,0.0337799011288517,"{'C': 10, 'degree': 4, 'kernel': 'linear'}",9.94477524833224,0.9163586850865536,8,SVM,Full Dataset
3.48553671836853,0.2436165556844482,0.2034007549285888,0.0146763203749278,"{'C': 10, 'degree': 3, 'kernel': 'linear'}",9.94477524833224,0.9163586850865536,8,SVM,Full Dataset
3.3408717632293703,0.2768328493946977,0.1994996547698974,0.0148587955093447,"{'C': 10, 'degree': 2, 'kernel': 'linear'}",9.94477524833224,0.9163586850865536,8,SVM,Full Dataset
1.372116756439209,0.1704731892679566,0.2071247577667236,0.0140854717717411,"{'C': 1, 'degree': 4, 'kernel': 'linear'}",9.944986359904126,0.9163854974996654,11,SVM,Full Dataset
1.3790957927703855,0.1502996771029947,0.2132747173309326,0.0239445894998873,"{'C': 1, 'degree': 2, 'kernel': 'linear'}",9.944986359904126,0.9163854974996654,11,SVM,Full Dataset
1.2899731636047362,0.0729282462315416,0.2130034446716308,0.0167467143166013,"{'C': 1, 'degree': 3, 'kernel': 'linear'}",9.944986359904126,0.9163854974996654,11,SVM,Full Dataset
184.90555000305176,6.208419296279887,0.2030012607574463,0.0244135684530554,"{'C': 1000, 'degree': 4, 'kernel': 'linear'}",9.952475888458176,0.9068202609976078,14,SVM,Full Dataset
188.8038769245148,5.446118767506097,0.2067999839782714,0.0157515864588212,"{'C': 1000, 'degree': 3, 'kernel': 'linear'}",9.952475888458176,0.9068202609976078,14,SVM,Full Dataset
186.11862659454343,6.949412622124558,0.209028959274292,0.0177082711603518,"{'C': 1000, 'degree': 2, 'kernel': 'linear'}",9.952475888458176,0.9068202609976078,14,SVM,Full Dataset
0.0104089736938476,0.0030043441658632,0.2751899719238281,0.0491446952127247,"{'n_neighbors': 50, 'p': 1, 'weights': 'uniform'}",9.97220378707458,0.9848006778357266,11,Random Forest,Full Dataset
0.01020188331604,0.0065554928568334,0.1396040439605713,0.0112033474775138,"{'n_neighbors': 50, 'p': 2, 'weights': 'uniform'}",9.973903091025752,0.9913224341712236,12,Random Forest,Full Dataset
1.0496054649353028,0.0603619539054829,0.2094019889831543,0.0083035582148458,"{'C': 0.1, 'degree': 2, 'kernel': 'linear'}",9.976369824700557,0.9222866718754694,17,SVM,Full Dataset
1.0754014015197757,0.0994908370715049,0.2050004482269287,0.0088796404239741,"{'C': 0.1, 'degree': 4, 'kernel': 'linear'}",9.976369824700557,0.9222866718754694,17,SVM,Full Dataset
1.0048073768615722,0.0479412521410381,0.2063997268676757,0.0253608254004042,"{'C': 0.1, 'degree': 3, 'kernel': 'linear'}",9.976369824700557,0.9222866718754694,17,SVM,Full Dataset
1.3301286220550537,0.1410153353577369,2.3436304569244384,2.0738393404774755,"{'C': 1, 'gamma': 'auto', 'kernel': 'rbf'}",10.011685005515623,1.1414156109491838,20,SVM,Full Dataset
0.0079987525939941,0.0006339409942485,0.1395965099334716,0.0246117325577971,"{'n_neighbors': 5, 'p': 2, 'weights': 'distance'}",10.053590639606853,0.8004066231146705,13,Random Forest,Full Dataset
1.302814531326294,0.1727923945701812,0.6505198955535889,0.0814463923390328,"{'C': 1, 'gamma': 'scale', 'kernel': 'rbf'}",10.061329255106063,1.1516030567234232,21,SVM,Full Dataset
0.0059991836547851,0.0010980254802614,0.153400182723999,0.034282533502942,"{'n_neighbors': 5, 'p': 2, 'weights': 'uniform'}",10.089406371739589,0.794476143730779,14,Random Forest,Full Dataset
0.972798490524292,0.0282081041812072,0.1956013202667236,0.0064680194050353,"{'C': 0.01, 'degree': 4, 'kernel': 'linear'}",10.176652493443534,0.9644635722343532,22,SVM,Full Dataset
1.0574846744537354,0.0539355919375087,0.209598159790039,0.0114636067394299,"{'C': 0.01, 'degree': 3, 'kernel': 'linear'}",10.176652493443534,0.9644635722343532,22,SVM,Full Dataset
0.9554897308349608,0.0240864353488472,0.1957998275756836,0.005706007412616,"{'C': 0.01, 'degree': 2, 'kernel': 'linear'}",10.176652493443534,0.9644635722343532,22,SVM,Full Dataset
0.0057989597320556,0.0004046832880814,0.2802024841308593,0.0291447295919408,"{'n_neighbors': 5, 'p': 1, 'weights': 'distance'}",10.192556953485015,0.8232332966112016,15,Random Forest,Full Dataset
0.005600881576538,0.00079969218666,0.2714041233062744,0.0419009147259806,"{'n_neighbors': 5, 'p': 1, 'weights': 'uniform'}",10.222402605339685,0.8215169311980517,16,Random Forest,Full Dataset
0.0390445709228515,0.0250571632512183,0.0033421993255615,0.0007614496467164,{'alpha': 1},10.310670224750258,1.0000100190923658,4,Lasso Regression,Full Dataset
0.0390445709228515,0.0250571632512183,0.0033421993255615,0.0007614496467164,{'alpha': 1},10.310670224750258,1.0000100190923658,4,Lasso Regression,Full Dataset
1.4142511367797852,0.2065684677436529,0.2867993354797363,0.0408627557768202,"{'C': 0.1, 'gamma': 'auto', 'kernel': 'sigmoid'}",10.76313991667922,1.0706818608521809,25,SVM,Full Dataset
1.363050937652588,0.0786741609266695,0.3318382740020752,0.0624769704158177,"{'C': 0.1, 'gamma': 'scale', 'kernel': 'sigmoid'}",10.809509419730023,1.0764706623562874,26,SVM,Full Dataset
1.9348191261291503,0.2558870011036664,0.2267708778381347,0.026970469631775,"{'C': 10, 'gamma': 'auto', 'kernel': 'poly'}",10.874320950778491,1.2168505467999688,27,SVM,Full Dataset
1.39316987991333,0.1782541057257123,0.6237053871154785,0.0521796609233947,"{'C': 10, 'gamma': 'auto', 'kernel': 'rbf'}",10.92078997419849,0.8805935652346376,1,Random Forest,Subset Dataset
1.386213779449463,0.1244669161214775,0.6283231735229492,0.0499043557369075,"{'C': 10, 'gamma': 'scale', 'kernel': 'rbf'}",10.92100815285026,0.8818002856372131,2,Random Forest,Subset Dataset
1.239442729949951,0.1637553686967829,0.2260000228881836,0.0315716033115704,"{'C': 1, 'gamma': 'scale', 'kernel': 'poly'}",10.990914987107974,1.2054855817502246,28,SVM,Full Dataset
1.1762171268463135,0.1163091815084594,0.2268002033233642,0.0214498341253586,"{'C': 1, 'gamma': 'auto', 'kernel': 'poly'}",11.021302311411793,1.1993240701705024,29,SVM,Full Dataset
0.0111984729766845,0.0019402612096166,0.0528008460998535,0.0063077474733914,"{'n_neighbors': 50, 'p': 1, 'weights': 'uniform'}",11.033530316900835,0.8717532842777225,1,Random Forest,Subset Dataset
2.270447206497193,0.3766931208272966,0.2557687759399414,0.0490488268331086,"{'C': 10, 'gamma': 'scale', 'kernel': 'poly'}",11.043040645759763,1.3297339388153382,30,SVM,Full Dataset
0.0127995491027832,0.0024003827879221,0.061800193786621,0.0193638363341734,"{'n_neighbors': 50, 'p': 2, 'weights': 'uniform'}",11.064991708771046,0.891227484409964,2,Random Forest,Subset Dataset
0.0101993083953857,0.00040042588809,0.0604042053222656,0.0095617885980702,"{'n_neighbors': 50, 'p': 1, 'weights': 'distance'}",11.082264406205113,0.9196533255085978,3,Random Forest,Subset Dataset
0.0129973888397216,0.0030338593034692,0.0437980651855468,0.0064298505462721,"{'n_neighbors': 20, 'p': 1, 'weights': 'uniform'}",11.089351978567732,0.8631551427305081,4,Random Forest,Subset Dataset
0.0103971004486083,0.0012019004743623,0.0470005512237548,0.0055486337585391,"{'n_neighbors': 50, 'p': 2, 'weights': 'distance'}",11.105131945344995,0.931671866446907,5,Random Forest,Subset Dataset
1.2019309520721435,0.068849283398505,0.6028039932250977,0.0413316419173042,"{'C': 1, 'gamma': 'scale', 'kernel': 'rbf'}",11.126429990325994,0.9161796007764677,3,Random Forest,Subset Dataset
1.1985839366912845,0.0895750725762339,0.6050696849822998,0.0570182049614502,"{'C': 1, 'gamma': 'auto', 'kernel': 'rbf'}",11.126517822439782,0.9161413485752188,4,Random Forest,Subset Dataset
1.7857187271118165,0.0900470732530039,0.6981176853179931,0.0824531696242705,"{'C': 100, 'gamma': 'scale', 'kernel': 'rbf'}",11.134003794507295,0.8772648066938634,5,Random Forest,Subset Dataset
1.6536432266235352,0.0970794874984676,0.5822108268737793,0.0218641964672767,"{'C': 100, 'gamma': 'auto', 'kernel': 'rbf'}",11.134108132253022,0.874774113612898,6,Random Forest,Subset Dataset
0.0138018608093261,0.0020400234104036,0.0381982326507568,0.0085200216023446,"{'n_neighbors': 20, 'p': 2, 'weights': 'uniform'}",11.134222334252888,0.8086343031818746,6,Random Forest,Subset Dataset
0.0107964038848876,0.0011663609766205,0.0350013256072998,0.0006315124174388,"{'n_neighbors': 20, 'p': 1, 'weights': 'distance'}",11.15922821510438,0.913502459789469,7,Random Forest,Subset Dataset
0.0131987571716308,0.0059101672637791,0.0301994800567626,0.0056014005289645,"{'n_neighbors': 20, 'p': 2, 'weights': 'distance'}",11.19531184649714,0.8595938804902635,8,Random Forest,Subset Dataset
0.0131967544555664,0.0027864449151005,0.0268023490905761,0.0042605092512364,"{'n_neighbors': 10, 'p': 2, 'weights': 'uniform'}",11.342968238697429,0.8717624805202576,9,Random Forest,Subset Dataset
0.990614891052246,0.0453513519460213,0.20240159034729,0.0116937170582453,"{'C': 0.001, 'degree': 4, 'kernel': 'linear'}",11.384628521568636,1.3164217934633675,31,SVM,Full Dataset
0.948798894882202,0.0215157697826188,0.1954042911529541,0.0083587964464975,"{'C': 0.001, 'degree': 2, 'kernel': 'linear'}",11.384628521568636,1.3164217934633675,31,SVM,Full Dataset
1.0051984786987305,0.0989598663490191,0.2076008796691894,0.0138950518494751,"{'C': 0.001, 'degree': 3, 'kernel': 'linear'}",11.384628521568636,1.3164217934633675,31,SVM,Full Dataset
0.0131997108459472,0.0023148194222389,0.0341985702514648,0.005453502209601,"{'n_neighbors': 10, 'p': 1, 'weights': 'uniform'}",11.385437071877975,0.8806502365505231,10,Random Forest,Subset Dataset
0.0116000652313232,0.0022436604338579,0.0246006488800048,0.0028733308721411,"{'n_neighbors': 10, 'p': 2, 'weights': 'distance'}",11.406287377466414,0.9065326199931752,11,Random Forest,Subset Dataset
0.0109984397888183,0.000630753884516,0.034400463104248,0.0067100817266047,"{'n_neighbors': 10, 'p': 1, 'weights': 'distance'}",11.45762444934882,0.9178566516885284,12,Random Forest,Subset Dataset
0.0475976943969726,0.0018541681862616,0.0032080173492431,0.0003993034362792,{'fit_intercept': True},11.563968509155345,0.7910936410419878,1,Linear Regression,Subset Dataset
1.0833796977996826,0.1344001850555889,0.1825995445251464,0.0161301577510645,"{'C': 0.1, 'degree': 2, 'kernel': 'linear'}",11.570559547344953,0.8261482987455956,7,Random Forest,Subset Dataset
0.9884827136993408,0.111662746013989,0.1731673240661621,0.0119272135472709,"{'C': 0.1, 'degree': 3, 'kernel': 'linear'}",11.570559547344953,0.8261482987455956,7,Random Forest,Subset Dataset
0.9013903141021729,0.0251688387973149,0.1706207752227783,0.010464147588734,"{'C': 0.1, 'degree': 4, 'kernel': 'linear'}",11.570559547344953,0.8261482987455956,7,Random Forest,Subset Dataset
1.0268489837646484,0.1185156224875754,0.184576940536499,0.0223451862998266,"{'C': 1, 'degree': 4, 'kernel': 'linear'}",11.59070332189862,0.7901964799727643,10,Random Forest,Subset Dataset
1.0918306827545166,0.1050828573173527,0.1897252559661865,0.0202740082285659,"{'C': 1, 'degree': 2, 'kernel': 'linear'}",11.59070332189862,0.7901964799727643,10,Random Forest,Subset Dataset
1.0231471061706543,0.0414249262114027,0.1750029563903808,0.0113075670866817,"{'C': 1, 'degree': 3, 'kernel': 'linear'}",11.59070332189862,0.7901964799727643,10,Random Forest,Subset Dataset
1.7401657104492188,0.3275708840341194,0.2212001800537109,0.0386443237209099,"{'C': 10, 'degree': 2, 'kernel': 'linear'}",11.590816551152034,0.7881131943490859,13,Random Forest,Subset Dataset
1.4771105766296386,0.2087121000187207,0.1882500171661377,0.0289495509447687,"{'C': 10, 'degree': 4, 'kernel': 'linear'}",11.590816551152034,0.7881131943490859,13,Random Forest,Subset Dataset
1.405214214324951,0.0457075457197353,0.171199893951416,0.0100503387869735,"{'C': 10, 'degree': 3, 'kernel': 'linear'}",11.590816551152034,0.7881131943490859,13,Random Forest,Subset Dataset
31.241656732559203,1.644218712209206,0.1976701736450195,0.0232984897972025,"{'C': 1000, 'degree': 3, 'kernel': 'linear'}",11.59082372980297,0.7880514917214853,16,Random Forest,Subset Dataset
30.256249713897702,1.0853107915582263,0.1911971569061279,0.0187110866629017,"{'C': 1000, 'degree': 4, 'kernel': 'linear'}",11.59082372980297,0.7880514917214853,16,Random Forest,Subset Dataset
30.36888875961304,1.195792666431209,0.1848478317260742,0.0168967056651093,"{'C': 1000, 'degree': 2, 'kernel': 'linear'}",11.59082372980297,0.7880514917214853,16,Random Forest,Subset Dataset
5.397382736206055,0.4262368410338003,0.2021993160247802,0.0640794828972116,"{'C': 100, 'degree': 4, 'kernel': 'linear'}",11.591082856657,0.7878787996841898,19,Random Forest,Subset Dataset
5.018998146057129,0.5074029511353807,0.1875072956085205,0.0192379253248847,"{'C': 100, 'degree': 3, 'kernel': 'linear'}",11.591082856657,0.7878787996841898,19,Random Forest,Subset Dataset
5.27791166305542,0.3427856781312747,0.1874000549316406,0.0116382000826452,"{'C': 100, 'degree': 2, 'kernel': 'linear'}",11.591082856657,0.7878787996841898,19,Random Forest,Subset Dataset
0.9105662822723388,0.0322165518702764,0.183000373840332,0.0138996175450973,"{'C': 0.01, 'degree': 4, 'kernel': 'linear'}",11.620147470370284,1.0106893893260485,22,Random Forest,Subset Dataset
0.8888272285461426,0.0267004134760787,0.1770037651062011,0.0187090312111073,"{'C': 0.01, 'degree': 2, 'kernel': 'linear'}",11.620147470370284,1.0106893893260485,22,Random Forest,Subset Dataset
1.0020970344543456,0.1265455981337234,0.1999804019927978,0.0334359142570929,"{'C': 0.01, 'degree': 3, 'kernel': 'linear'}",11.620147470370284,1.0106893893260485,22,Random Forest,Subset Dataset
