Year,FULL NAME,TEAM,POS,AGE,GP,MPG,MIN%,USG%,FTA,FT%,2PA,2P%,3PA,3P%,eFG%,TS%,PPG,RPG,TRB%,APG,AST%,SPG,BPG,VI,ORTG,DRTG,TO_100_Games,Salary,Cap Maximum,Salary%OfCap,Traded,Center,Forward,Guard,Salary_Scaled,Salary_BoxCox,Salary_Scaled_BoxCox
2016,Isaiah Thomas,Bos,PG,27.0,76,33.8,70.4,34.0,649,0.909,827,0.528,646,0.379,0.37954718262050235,0.625,28.9,2.7,4.4,5.9,32.5,0.92,0.17,9.1,,,10.7,6587131.0,94143000,0.07,0,0,0,1,7865542.252042106,71.55097405288764,94.35287437585258
2018,Wilson Chandler,Phi,F,31.92,51,20.7,43.15,12.7,25,0.718,115,0.4455,158,0.35750000000000004,0.28943324549846283,0.512,5.5,3.8499999999999996,10.15,1.35,7.9,0.405,0.35,5.8,102.6,102.35,12.3,12800562.0,101869000,0.1257,0,0,1,0,14125616.003573216,80.32720235388547,105.63845373548097
2017,Damyean Dotson,Nyk,SG,23.0,44,10.8,22.4,17.3,23,0.696,93,0.538,68,0.324,0.37919254658385093,0.532,4.1,1.9,9.8,0.7,9.5,0.27,0.05,6.5,106.0,106.7,9.0,1100000.0,99093000,0.0111,0,0,0,1,1247872.2008618168,52.08733949115887,65.80913830656426
2018,Malik Monk,Cha,G,21.18,73,17.2,35.9,24.5,102,0.882,256,0.461,330,0.33,0.2943105802047782,0.518,8.9,1.9,5.8,1.6,14.3,0.51,0.26,7.0,99.7,107.8,11.9,3447480.0,101869000,0.0338,0,0,0,1,3804346.923205293,63.85505556205285,81.93234246501771
2013,Kevin Martin,Min,SG,30.0,68,31.8,65.6,25.1,340,0.891,725,0.448,297,0.387,0.3740406066536203,0.554,19.1,3.0,5.1,1.8,9.5,0.97,0.09,5.9,,,8.3,6500000.0,58679000,0.1108,0,0,0,1,12452342.405289797,71.3844910502184,103.1050699594696
2013,Kyle Singler,Det,SF,25.0,82,28.3,58.7,14.0,184,0.826,356,0.492,246,0.382,0.36899999999999994,0.574,9.6,3.7,7.1,0.9,4.7,0.74,0.46,4.5,,,10.4,1045000.0,58679000,0.0178,0,0,1,0,2001953.5097735135,51.60801182450488,72.2469816850754
2020,Dewayne Dedmon,Mia,C,31.76,16,13.2,27.4,19.3,27,0.741,60,0.75,5,0.2,0.7,0.735,7.1,5.4,23.4,0.8,9.6,0.56,0.38,9.5,134.8,90.5,14.5,3447478.0,109140000,0.0316,0,1,0,0,3550896.022466557,63.85504901960053,80.8369125157352
2018,JJ Redick,Phi,G,34.8,76,31.3,65.2,21.8,254,0.894,423,0.501,605,0.397,0.3229722762645914,0.601,18.0,2.4,4.1,2.7,12.9,0.42,0.21,6.2,118.2,110.4,8.0,12250000.0,101869000,0.1203,0,0,0,1,13518062.413491838,79.71701523470927,104.74844697059004
2016,Gary Neal,Atl,SG,32.0,2,9.2,19.1,20.9,4,1.0,5,0.0,2,0.0,0.0,0.228,2.0,0.5,3.0,0.5,7.0,0.0,0.0,3.5,,,0.0,72193.0,94143000,0.0008,0,0,0,1,86204.00775416123,31.395244401012746,38.246437240890764
2019,JaVale McGee,Lal,C-F,32.57,68,16.6,34.6,14.8,82,0.646,300,0.64,6,0.5,0.6323529411764706,0.652,6.6,5.8,18.9,0.5,4.6,0.53,1.37,6.4,123.0,93.2,13.9,4000000.0,109140000,0.0367,0,1,1,0,4119992.669965183,65.551678180771,83.21611706636924
2013,Jeff Ayres,San,PF,26.0,73,12.9,26.7,12.6,55,0.691,174,0.58,0,0.0,0.58,0.605,3.3,3.5,15.4,0.8,8.7,0.18,0.34,6.5,,,24.099999999999998,1750000.0,58679000,0.0298,0,0,1,0,3352553.724501099,56.61106013292411,79.93417510584771
2020,Seth Curry,Phi,G,30.73,57,28.7,59.9,17.1,77,0.896,272,0.485,280,0.45,0.3531159420289855,0.607,12.5,2.4,4.6,2.7,13.6,0.77,0.14,6.0,117.7,107.7,10.0,7834449.0,109140000,0.0718,0,0,0,1,8069468.113304014,73.75200508412406,94.82138782365426
2020,Jalen Lecque,Ind,G,20.92,4,3.0,6.3,36.3,3,1.0,8,0.125,1,0.0,0.1111111111111111,0.242,1.3,1.3,22.4,0.5,20.4,0.0,0.0,12.6,,,0.0,1517981.0,109140000,0.0139,0,0,0,1,1563517.6482866046,55.189183360563185,68.81098881037859
2020,Amir Coffey,Lac,G-F,23.92,44,9.0,18.7,15.1,38,0.711,47,0.468,56,0.411,0.3252815533980583,0.585,3.2,1.0,6.3,0.5,7.4,0.23,0.0,5.2,114.5,108.0,11.1,578842.0,109140000,0.0053,0,0,1,1,596206.1992669966,46.36364021707122,56.80048737903118
2015,Dwyane Wade,Mia,SG,34.0,74,30.5,63.6,31.7,406,0.793,1139,0.468,44,0.159,0.45355029585798823,0.517,19.0,4.1,7.6,4.6,27.4,1.07,0.57,9.3,,,13.0,20000000.0,70000000,0.2857,0,0,0,1,32118285.714285713,86.77143252034766,123.65469431188868
2021,Coby White,Chi,G,22.1,52,27.7,57.6,19.8,83,0.855,254,0.5,302,0.391,0.33460611510791366,0.573,13.1,3.0,6.0,3.0,15.4,0.46,0.21,7.1,114.0,109.8,8.5,5837760.0,112414000,0.0519,0,0,0,1,5837760.0,70.05398659117364,89.05419621445392
2018,PJ Dozier,Bos,G-F,22.46,6,8.5,17.6,18.6,2,0.5,13,0.462,8,0.25,0.33361904761904765,0.434,3.2,2.8,17.9,0.8,13.8,0.33,0.0,9.1,112.8,105.6,0.0,77250.0,101869000,0.0008,0,0,1,1,85246.55685242811,31.80730147244916,38.15721093781661
2014,Trey Burke,Uta,PG,22.0,76,30.1,62.7,24.4,145,0.752,615,0.4,390,0.318,0.3064776119402985,0.455,12.8,2.7,5.1,4.3,25.0,0.86,0.2,7.0,,,10.4,2548560.0,63065000,0.0404,0,0,0,1,4542833.962419725,60.52946746558639,84.81543441503945
2013,Hilton Armstrong,Gol,C,29.0,15,6.3,12.6,14.9,16,0.438,19,0.474,0,0.0,0.47400000000000003,0.48,1.7,3.1,27.2,0.3,7.4,0.27,0.27,7.4,,,18.7,296138.0,58679000,0.005,0,1,0,0,567324.8884950323,40.987393553756924,56.23742002484369
2021,Cameron Oliver,Atl,F,20.0,2,21.7,45.1,16.5,3,0.667,12,0.75,3,0.333,0.6333,0.705,11.5,3.0,7.6,1.5,11.1,0.5,0.5,6.9,149.7,106.9,0.0,85578.0,112414000,0.0008,0,0,1,0,85578.0,32.43900327864098,38.18819087078281
2017,Derrick Favors,Uta,PF,26.0,77,28.0,58.3,18.5,215,0.651,639,0.596,63,0.222,0.5524743589743589,0.593,12.3,7.2,14.6,1.3,7.8,0.7,1.06,6.9,119.2,99.1,9.9,12000000.0,99093000,0.1211,0,0,1,0,13613151.28212891,79.43231348778923,104.88987246158116
2020,Willy Hernangomez,Nor,C-F,26.97,47,18.0,37.5,17.0,93,0.667,258,0.581,10,0.1,0.5611865671641791,0.591,7.8,7.1,21.4,1.1,8.4,0.47,0.49,8.7,123.4,105.6,9.9,1737145.0,109140000,0.0159,0,1,1,0,1789256.1666666667,56.53655355597996,70.6663586208916
2015,Jarell Martin,Mem,PF,21.0,27,14.1,29.3,19.2,62,0.726,114,0.474,2,0.0,0.4658275862068965,0.534,5.7,3.2,12.9,0.6,6.4,0.3,0.26,6.3,,,11.700000000000001,1230840.0,70000000,0.0176,0,0,1,0,1976623.5394285712,53.151512020437366,72.06616050169413
2018,Anthony Davis,Nor,F-C,26.09,56,33.0,68.8,29.5,433,0.794,881,0.547,145,0.331,0.49308430799220276,0.597,25.9,12.0,18.9,3.9,19.0,1.57,2.41,12.9,122.1,104.5,8.5,25434263.0,101869000,0.2497,0,1,1,0,28067098.340829886,90.43919459109654,120.50877494680235
2020,Serge Ibaka,Lac,F,31.66,41,23.3,48.5,20.1,53,0.811,250,0.588,115,0.339,0.4561438356164384,0.585,11.1,6.7,16.2,1.8,11.5,0.22,1.15,8.8,118.4,105.3,10.2,9258000.0,109140000,0.0848,0,0,1,0,9535723.034634415,75.9299464215623,97.93181573864639
2019,Kevin Huerter,Atl,G-F,21.97,56,31.4,65.5,17.1,64,0.828,276,0.453,334,0.38,0.30899672131147543,0.536,12.2,4.1,7.0,3.8,17.5,0.91,0.48,7.3,107.4,112.0,12.0,2636280.0,109140000,0.0242,0,0,1,1,2715363.568993953,60.8939799433202,76.70349723524777
2019,Miye Oni,Uta,G-F,23.03,10,10.9,22.7,15.3,5,0.8,13,0.385,19,0.368,0.26565625,0.512,3.5,1.7,8.6,0.4,5.1,0.4,0.2,4.9,103.6,104.1,10.5,898310.0,109140000,0.0082,0,0,1,1,925257.6538391059,50.21736256717613,62.01356119877088
2020,Cassius Stanley,Ind,G,21.75,24,3.9,8.1,21.9,9,0.778,30,0.333,13,0.231,0.2672441860465116,0.383,1.5,0.8,11.6,0.0,1.4,0.04,0.08,0.0,,,2.1,470690.0,109140000,0.0043,0,0,0,1,484809.837456478,44.6422085433222,54.488444142001256
2015,Sean Kilpatrick,Den,SG,26.0,31,16.75,34.9,20.2,67,0.8865000000000001,156,0.763,114,0.298,0.3385014343086632,0.5645,8.6,1.5,4.65,0.75,6.9,0.33999999999999997,0.045,4.8,,,11.450000000000001,320594.0,70000000,0.0046,0,0,0,1,514846.4845142857,41.59407544799757,55.15141129515579
2021,Day'Ron Sharpe,Bro,F,20.38,32,12.2,25.4,21.7,41,0.585,142,0.592,7,0.286,0.5709060402684564,0.593,6.2,5.0,22.3,0.5,6.7,0.31,0.47,8.2,119.3,98.1,15.2,2009160.0,112414000,0.0179,0,0,1,0,2009160.0,58.02311120084768,72.2980844437025
2017,Milton Doyle,Bro,PG,24.0,10,12.5,25.9,18.3,8,0.5,24,0.375,23,0.174,0.23406382978723403,0.337,3.4,1.8,7.7,1.0,11.7,0.6,0.2,5.9,80.8,102.3,3.8,127250.0,99093000,0.0013,0,0,0,1,144356.12505424197,34.98755813379349,42.57009680087912
2015,Marcus Thornton,Hou,SG,28.0,61,17.4,36.25,24.65,79,0.8205,271,0.4615,271,0.3325,0.3122861585562359,0.51,9.2,2.45,8.0,1.4,13.15,0.825,0.065,7.300000000000001,,,8.3,1436891.0,70000000,0.0205,0,0,0,1,2307523.7839142857,54.649018380432615,74.29301894214942
2015,Timofey Mozgov,Cle,C,29.0,76,17.4,36.3,16.1,95,0.716,352,0.574,7,0.143,0.5642019498607241,0.593,6.3,4.4,14.4,0.4,3.9,0.29,0.75,5.1,,,15.0,4950000.0,70000000,0.0707,0,1,0,0,7949275.714285714,68.05571882953598,94.54643669744944
2014,Tobias Harris,Orl,SF,22.0,68,34.8,72.6,22.8,245,0.788,710,0.5,239,0.364,0.419913593256059,0.551,17.1,6.3,10.3,1.8,8.8,1.01,0.53,6.7,,,9.8,2511432.0,63065000,0.0398,0,0,1,0,4476652.927106953,60.37200713555629,84.57337404689504
2014,Beno Udrih,Mem,PG,32.0,79,18.9,39.4,19.9,102,0.853,408,0.539,97,0.268,0.4612079207920792,0.55,7.7,1.8,5.5,2.8,24.0,0.58,0.1,7.2,,,13.900000000000002,2077000.0,63065000,0.0329,0,0,0,1,3702273.495599778,58.36736041233119,81.49856515678111
2017,Kyle Collinsworth,Dal,PG,26.0,32,15.0,31.2,13.3,40,0.525,82,0.415,17,0.235,0.36391414141414147,0.433,3.2,3.3,12.4,1.8,16.4,0.53,0.28,7.1,99.2,101.8,17.1,595702.0,99093000,0.006,0,0,0,1,675781.7870888963,46.60716161827549,58.244111614891025
2021,Brook Lopez,Mil,C,33.97,5,20.5,42.7,17.6,7,0.857,20,0.45,16,0.375,0.3333333333333333,0.537,8.4,3.6,9.3,0.8,5.5,0.4,1.4,5.6,115.5,99.1,7.1,13302325.0,112414000,0.1183,0,1,0,0,13302325.0,80.8644172345044,104.42454185440143
2018,John Collins,Atl,F-C,21.55,61,30.0,62.4,23.7,265,0.766,673,0.609,158,0.348,0.5262924187725632,0.627,19.5,9.8,17.1,2.0,10.9,0.36,0.64,9.7,122.1,106.4,11.2,2299080.0,101869000,0.0226,0,1,1,0,2537069.953764148,59.43193309061178,75.6888707837266
2017,Reggie Hearn,Det,SG,26.0,3,2.2,4.6,13.4,0,0.0,0,0.0,2,0.5,0.25,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,77250.0,99093000,0.0008,0,0,0,1,87634.66137870486,31.80730147244916,38.37826484952443
2014,Elton Brand,Atl,PF,35.0,36,13.5,28.1,11.8,23,0.522,94,0.447,1,0.0,0.4422947368421053,0.457,2.7,2.8,11.8,0.6,6.4,0.47,0.67,4.9,,,14.6,2000000.0,63065000,0.0317,0,0,1,0,3565020.2172361845,57.97588482771508,80.89961218047432
2013,Michael Carter-Williams,Phi,PG,22.0,70,34.3,70.7,25.8,367,0.703,846,0.44,208,0.264,0.3792182163187856,0.48,16.7,6.2,9.8,6.3,30.4,1.84,0.61,10.1,,,16.900000000000002,2200920.0,58679000,0.0375,0,0,0,1,4216401.453330833,58.97253388663479,83.592180907877
2014,James Ennis,Mia,SF,24.0,62,17.0,35.3,14.9,94,0.84,152,0.461,95,0.326,0.3463846153846154,0.541,5.0,2.8,10.1,0.8,7.0,0.4,0.27,5.3,,,11.899999999999999,507336.0,63065000,0.008,0,0,1,0,904331.5484658685,45.25959959872049,61.73174471787277
2018,Spencer Dinwiddie,Bro,G,26.01,68,28.1,58.6,24.9,356,0.806,458,0.528,370,0.335,0.3669070048309179,0.58,16.8,2.4,4.6,4.6,25.6,0.59,0.25,8.1,114.2,104.9,13.3,1656092.0,101869000,0.0163,0,0,0,1,1827522.8586517978,56.05582329003258,70.96166585243388
2021,Cedi Osman,Cle,F,26.96,58,22.8,47.6,21.1,114,0.649,198,0.54,328,0.354,0.3136425855513308,0.552,11.0,2.2,5.3,2.1,13.8,0.86,0.14,6.5,109.4,104.0,9.1,8133334.0,112414000,0.0724,0,0,1,0,8133334.0,74.23533253438423,94.96612800102835
2018,Cristiano Felicio,Chi,F-C,26.76,60,12.4,25.9,14.3,73,0.685,175,0.543,4,0.0,0.5308659217877095,0.568,4.0,3.7,15.9,0.6,7.2,0.18,0.12,6.7,116.8,106.6,13.9,8470980.0,101869000,0.0832,0,1,1,0,9347856.028036006,74.76373158776204,97.55610798662076
2018,Alex Len,Atl,C,25.82,77,20.1,41.8,22.1,216,0.648,444,0.554,204,0.363,0.4367314814814815,0.575,11.1,5.5,14.4,1.1,8.6,0.35,0.9,8.1,112.8,104.6,11.5,4350000.0,101869000,0.0427,0,1,0,0,4800291.550913428,66.52712575580051,85.73052113107016
2018,Wayne Ellington,Mia,G,31.37,53,24.3,50.65,17.1,49,0.8165,85,0.5105,372,0.3705,0.24650320512820512,0.5655,10.2,2.0,4.5,1.35,8.2,1.0150000000000001,0.11499999999999999,4.95,112.1,105.6,7.550000000000001,8653076.0,101869000,0.0849,0,0,0,1,9548801.749933738,75.04140608585858,97.95774547500838
2014,Kobe Bryant,Lal,SG,36.0,35,34.5,71.8,35.4,241,0.813,529,0.401,184,0.293,0.3353225806451613,0.477,22.3,5.7,9.1,5.6,29.9,1.34,0.2,10.4,,,13.5,23500000.0,63065000,0.3726,0,0,0,1,41888987.55252517,89.2165477845698,130.08352351798277
2015,CJ Miles,Ind,SF,28.0,64,22.9,47.6,22.8,124,0.75,246,0.476,387,0.367,0.29717298578199053,0.548,11.8,2.7,6.5,1.0,7.0,0.83,0.45,5.5,,,9.2,4394225.0,70000000,0.0628,0,0,1,0,7056748.702142857,66.64564802911201,92.3909341500569
2016,Brook Lopez,Bro,C,28.0,75,29.6,61.7,29.2,364,0.81,787,0.535,386,0.347,0.41604092071611254,0.577,20.5,5.4,9.6,2.3,14.8,0.51,1.65,8.6,,,12.1,21165675.0,94143000,0.2248,0,1,0,0,25273447.72792454,87.62310372028789,118.11553734409165
2016,Jonas Jerebko,Bos,PF,29.0,78,15.8,32.9,11.4,37,0.703,132,0.523,130,0.346,0.3493358778625954,0.537,3.8,3.5,12.3,0.9,8.1,0.32,0.22,5.8,,,12.3,5000000.0,94143000,0.0531,0,0,1,0,5970385.477412023,68.175953559215,89.44344691839468
2019,Patrick Patterson,Lac,F,31.42,59,13.2,27.4,14.7,43,0.814,61,0.459,172,0.39,0.2641158798283262,0.58,4.9,2.6,10.1,0.7,7.2,0.12,0.05,6.3,118.9,104.9,7.7,2331593.0,109140000,0.0214,0,0,1,0,2401536.5173355327,59.5804699893623,74.87784401637454
2015,Kris Humphries,Was,PF,30.0,53,16.433333333333334,34.166666666666664,21.133333333333333,84,0.7986666666666666,187,0.4256666666666667,108,0.30033333333333334,0.33135198530401566,0.48200000000000004,6.7,5.166666666666667,16.8,1.0,8.9,0.4466666666666666,0.45999999999999996,7.6000000000000005,,,10.0,4440000.0,70000000,0.0634,0,0,1,0,7130259.428571428,66.76727482352382,92.57663575640905
2015,Kyle Singler,Okc,SF,27.0,68,14.4,29.9,11.9,44,0.659,124,0.452,97,0.309,0.321423076923077,0.481,3.4,2.1,7.9,0.4,3.2,0.44,0.13,3.9,,,11.700000000000001,4500000.0,70000000,0.0643,0,0,1,0,7226614.285714285,66.9251148297261,92.81769128629082
2021,Xavier Moon,Lac,G,27.22,6,13.9,29.0,20.2,3,0.667,24,0.458,10,0.3,0.3674117647058824,0.467,5.5,1.5,5.6,1.7,18.3,0.83,0.17,6.9,99.0,108.5,7.8,159528.0,112414000,0.0014,0,0,0,1,159528.0,36.5142644199515,43.456406548996725
2013,Brandon Davies,Phi,PF,22.0,51,11.1,22.8,14.0,53,0.642,118,0.441,10,0.2,0.41435937500000003,0.476,2.8,2.1,10.4,0.5,7.2,0.47,0.16,5.2,,,18.8,490180.0,58679000,0.0084,0,0,1,0,939059.876957685,44.975391974845806,62.19660142049586
2019,Luguentz Dort,Okc,G,21.32,36,22.8,47.5,14.2,53,0.792,118,0.475,101,0.297,0.3244223744292237,0.503,6.8,2.3,5.5,0.8,4.6,0.89,0.11,4.1,102.4,100.9,8.3,155647.0,109140000,0.0014,0,0,0,1,160316.1247755177,36.34522772789664,43.500534148881
2018,TJ Leaf,Ind,F,21.95,58,9.0,18.7,17.5,31,0.613,152,0.599,31,0.258,0.5193825136612021,0.572,3.9,2.2,13.4,0.4,6.9,0.17,0.33,6.7,119.7,103.8,5.8,2407560.0,101869000,0.0236,0,0,1,0,2656779.2934062374,59.920868364495085,76.37627422824197
2016,Dario Saric,Phi,PF,22.0,81,26.3,54.8,24.6,220,0.782,586,0.469,341,0.311,0.3536779935275081,0.508,12.8,6.3,13.3,2.2,14.3,0.7,0.37,8.5,,,15.2,2318280.0,94143000,0.0246,0,0,1,0,2768205.0489149485,59.51986046219193,76.99373257174938
2017,Jaylen Brown,Bos,SF,21.0,70,30.7,64.0,21.4,233,0.644,497,0.507,306,0.395,0.3890585305105853,0.562,14.5,5.0,8.8,1.6,8.5,1.0,0.37,6.4,105.0,98.6,12.0,4956480.0,99093000,0.05,0,0,1,0,5622776.005570524,68.07135856744176,88.40759638955608
2016,Delon Wright,Tor,PG,24.0,27,16.5,34.5,16.4,55,0.764,85,0.459,30,0.333,0.38269565217391305,0.539,5.6,1.7,6.0,2.1,18.2,1.0,0.41,6.6,,,15.2,1577280.0,94143000,0.0168,0,0,0,1,1883393.921162487,55.569065854779524,71.38388186322871
2014,Derrick Rose,Chi,PG,26.0,51,30.0,62.5,32.1,187,0.813,564,0.465,271,0.28,0.35952095808383233,0.493,17.7,3.2,5.7,4.9,30.7,0.71,0.31,8.7,,,14.899999999999999,18862876.0,63065000,0.2991,0,0,0,1,33623267.14760961,85.89949598645866,124.74094907438021
2014,Kenneth Faried,Den,PF,25.0,75,27.8,57.9,20.6,288,0.691,728,0.511,8,0.125,0.5061249999999999,0.548,12.6,8.9,17.3,1.2,7.1,0.83,0.76,7.4,,,12.0,2373537.0,63065000,0.0376,0,0,1,0,4230853.695679061,59.76954668080036,83.64794805096439
2015,Norman Powell,Tor,SG,22.0,49,14.8,30.8,17.8,53,0.811,141,0.433,88,0.409,0.34519213973799123,0.541,5.6,2.3,8.8,1.0,10.3,0.59,0.2,6.3,,,11.3,650000.0,70000000,0.0093,0,0,0,1,1043844.2857142857,47.35398745505957,63.518829666513305
2019,Jordan Bell,Min,F,25.6,29,9.7,20.200000000000003,18.55,31,0.7929999999999999,55,0.419,12,0.4445,0.40111785714285714,0.6025,4.05,2.2,12.55,0.75,10.6,0.28500000000000003,0.185,7.449999999999999,105.4,107.55000000000001,23.700000000000003,250000.0,109140000,0.0023,0,0,1,0,257499.54187282393,39.718120664091984,47.9349755331142
2017,Alex Caruso,Lal,SG,23.0,37,15.2,31.6,12.9,30,0.7,73,0.507,43,0.302,0.3750344827586207,0.519,3.6,1.8,6.2,2.0,17.8,0.65,0.24,6.2,98.0,102.6,24.5,77250.0,99093000,0.0008,0,0,0,1,87634.66137870486,31.80730147244916,38.37826484952443
2018,Allonzo Trier,Nyk,G,23.23,64,22.8,47.5,21.4,223,0.803,386,0.466,132,0.394,0.39745173745173745,0.564,10.9,3.1,7.0,1.9,12.9,0.44,0.22,7.0,104.3,109.9,15.7,3382000.0,101869000,0.0332,0,0,0,1,3732088.7414228073,63.63912877589254,81.62626978030228
2018,Monte Morris,Den,G,23.79,82,24.0,50.1,17.1,81,0.802,475,0.531,227,0.414,0.42623076923076925,0.577,10.4,2.4,5.3,3.6,21.7,0.89,0.05,7.5,124.2,108.6,6.6,1349383.0,101869000,0.0132,0,0,0,1,1489064.784792233,54.036609913572185,68.15095466667916
2013,Ryan Gomes,Okc,SF,31.0,5,6.7,12.6,12.0,0,0.0,6,0.5,2,0.0,0.375,0.375,1.2,0.8,6.8,0.2,4.2,0.0,0.0,3.4,,,11.1,495521.0,58679000,0.0084,0,0,1,0,949291.8709248623,45.064754269149475,62.330880927304605
2016,Alexis Ajinca,Nor,C,28.0,39,15.0,31.2,17.2,40,0.725,174,0.511,4,0.0,0.49951685393258427,0.529,5.3,4.5,16.0,0.3,3.1,0.51,0.56,5.1,,,13.700000000000001,4863206.0,94143000,0.0517,0,1,0,0,5807042.895212603,67.8445644693667,88.9630134529345
2017,Jabari Parker,Mil,SF,22.0,31,24.0,49.9,24.4,54,0.741,251,0.514,81,0.383,0.4353177710843374,0.55,12.6,4.8,11.8,1.9,13.1,0.81,0.32,8.1,106.4,106.7,11.200000000000001,6782392.0,99093000,0.0684,0,0,1,0,7694144.029225071,71.91745581493238,93.95135243838816
2015,Darrun Hilliard,Det,SF,22.0,38,10.1,21.0,19.1,40,0.725,81,0.407,50,0.38,0.32417557251908397,0.511,4.0,1.2,6.4,0.7,10.9,0.24,0.03,5.9,,,11.3,600000.0,70000000,0.0086,0,0,1,0,963548.5714285714,46.668314748358426,62.51602046657197
2021,Sam Dekker,Tor,F,27.88,1,0.9,1.9,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,350000.0,112414000,0.0031,0,0,1,0,350000.0,42.274124498280486,51.0191305688302
2018,Davon Reed,Ind,G,23.83,10,4.7,9.8,12.1,0,0.0,8,0.375,4,0.5,0.3333333333333333,0.5,1.2,0.6,7.1,0.3,8.5,0.1,0.0,5.1,108.2,106.3,7.7,752250.0,101869000,0.0074,0,0,0,1,830119.3837183048,48.62850260626598,60.68730177620313
2018,Frank Jackson,Nor,G,20.94,61,19.2,39.9,18.5,73,0.74,278,0.507,170,0.312,0.3738080357142857,0.515,8.1,2.2,5.9,1.1,8.0,0.41,0.03,5.6,102.2,110.2,8.9,1378242.0,101869000,0.0135,0,0,0,1,1520911.1328078217,54.242165417680184,68.43650346846894
2016,Marreese Speights,Lac,C,29.0,82,15.7,32.7,23.6,137,0.876,271,0.52,277,0.372,0.3511715328467153,0.584,8.7,4.5,16.2,0.8,8.1,0.28,0.5,8.0,,,10.2,1403611.0,94143000,0.0149,0,1,0,0,1676019.7460671533,54.41990104749904,69.76119651778536
2018,Courtney Lee,Nyk,G,33.52,34,12.8,26.6,15.3,21,0.6785,74,0.502,55,0.2975,0.358290217955371,0.4985,4.15,1.75,7.1000000000000005,1.15,13.25,0.63,0.11000000000000001,6.25,105.1,106.8,9.1,12253780.0,101869000,0.1203,0,0,0,1,13522233.701322285,79.72128237011175,104.75466793824192
2018,Markieff Morris,Was,F,29.61,58,21.05,43.85,18.75,92,0.759,281,0.46950000000000003,203,0.336,0.34484298780487804,0.509,9.0,4.449999999999999,11.35,1.3,8.2,0.585,0.33499999999999996,7.0,105.85,99.3,7.8,9173294.0,101869000,0.09,0,0,1,0,10122870.271780424,75.80851459356805,99.06828967796693
2016,Wesley Johnson,Lac,SF,29.0,68,11.9,24.8,12.5,17,0.647,82,0.537,118,0.246,0.29274,0.448,2.7,2.7,12.5,0.3,3.9,0.43,0.44,4.4,,,8.0,5628000.0,94143000,0.0598,0,0,1,0,6720265.893374972,69.60611999002194,91.52018142935992
2021,Wayne Ellington,Lal,G,34.31,40,18.5,38.6,13.4,5,0.8,22,0.545,191,0.393,0.23249530516431927,0.588,6.3,1.7,4.9,0.7,5.3,0.58,0.1,4.2,113.4,112.9,6.9,2641691.0,112414000,0.0235,0,0,0,1,2641691.0,60.91612986640299,76.29104453893092
2017,Bobby Brown,Hou,PG,33.0,20,5.7,12.0,26.1,2,0.5,18,0.444,40,0.275,0.23262068965517244,0.425,2.5,0.4,3.4,0.6,15.0,0.2,0.0,5.9,82.8,105.3,13.3,1231500.0,99093000,0.0124,0,0,0,1,1397049.6503284792,53.15663430649112,67.2968952962679
2021,Frank Kaminsky,Pho,F-C,28.97,9,20.1,41.9,19.1,20,0.9,51,0.608,15,0.333,0.5076590909090909,0.635,10.6,4.6,12.1,1.4,10.2,0.89,0.78,8.1,131.0,101.2,6.3,2089448.0,112414000,0.0186,0,1,1,0,2089448.0,58.429499722754926,72.85752647636431
2014,Mirza Teletovic,Bro,PF,29.0,40,22.3,46.5,20.3,46,0.717,126,0.476,193,0.321,0.2851175548589342,0.5,8.5,4.9,12.2,1.1,8.0,0.35,0.4,6.4,,,13.5,3368100.0,63065000,0.0534,0,0,1,0,6003672.296836597,63.59284134533665,89.54003219815658
2015,Matt Bonner,San,C,35.0,30,6.9,14.3,13.7,4,0.75,23,0.609,34,0.441,0.3772631578947368,0.647,2.5,0.9,7.5,0.3,6.3,0.2,0.03,5.1,,,4.9,1499187.0,70000000,0.0214,0,1,0,0,2407565.8202571427,55.066185924043324,74.91470816489739
2020,Kevon Looney,Gol,F,25.27,61,19.0,39.6,9.4,48,0.646,180,0.578,17,0.235,0.5382614213197969,0.575,4.1,5.3,14.7,1.9,13.3,0.36,0.36,7.3,129.7,101.9,14.5,4821429.0,109140000,0.0442,0,0,1,0,4966063.03468939,67.74179911326736,86.29871338598173
2020,Ja Morant,Mem,G,21.77,63,32.6,67.9,27.2,372,0.728,716,0.499,241,0.303,0.41148955067920584,0.537,19.1,4.0,6.5,7.4,33.5,0.9,0.21,10.1,107.6,112.5,15.3,9166800.0,109140000,0.084,0,0,0,1,9441787.20175921,75.79916622476472,97.74472071610207
2019,Andre Drummond,Det,C,27.01,57,30.900000000000002,64.4,27.15,294,0.5485,749,0.5695,35,0.16699999999999998,0.5314278350515464,0.5615,17.65,13.45,24.3,2.3,12.45,1.74,1.525,10.5,101.8,99.15,18.6,27093018.0,109140000,0.2482,0,1,0,0,27905758.89180869,91.42703186993757,120.37598437077574
2020,Ricky Rubio,Min,G,30.57,68,26.1,54.3,16.0,150,0.867,284,0.447,214,0.308,0.32109236947791164,0.516,8.6,3.3,6.8,6.4,33.3,1.46,0.06,8.7,113.1,110.1,16.4,17000000.0,109140000,0.1558,0,0,0,1,17509968.847352028,84.3707288367755,110.09096444997706
